image_name,r_mean,g_mean,b_mean,h_mean,s_mean,v_mean,brown_ratio,yellow_ratio,dark_ratio,contrast,energy,homogeneity,correlation,maladie_id
healthy102_.jpg,106.7228,128.8005,74.9379,47.0277,110.3318,128.8596,0.0003,0.0001,0.0221,80.5889,0.0261,0.2967,0.9706,0
healthy103_.jpg,107.9361,132.8356,104.2287,58.3415,74.9061,132.8732,0.0,0.0,0.0361,21.6684,0.0264,0.3156,0.996,0
healthy104_.jpg,89.653,107.3786,86.5218,58.0792,66.9791,107.4922,0.0,0.0,0.2615,21.4237,0.0294,0.3887,0.9969,0
healthy105_.jpg,93.9372,125.9735,93.001,61.8665,75.903,126.5978,0.0,0.0,0.0081,6.0035,0.0543,0.4388,0.9946,0
healthy106_.jpg,85.1996,117.0688,88.322,68.9804,79.1944,117.8016,0.0,0.0,0.041,11.2063,0.041,0.3808,0.9935,0
healthy107_.jpg,84.2173,125.8676,77.3211,58.8957,111.3766,125.9875,0.0,0.0,0.0131,21.4018,0.0339,0.348,0.9869,0
healthy108_.jpg,85.5815,115.5624,85.014,59.7503,78.3689,115.6293,0.0,0.0,0.0999,20.0135,0.0291,0.3179,0.9932,0
healthy109_.jpg,96.5419,126.2723,91.7482,56.7194,76.0691,126.3585,0.0,0.0,0.0783,133.1765,0.0219,0.2164,0.9575,0
healthy10_.jpg,100.493,149.2109,62.4425,47.4585,149.93,149.2109,0.0,0.0,0.0,80.1889,0.0299,0.1644,0.8467,0
healthy110_.jpg,100.5985,144.9785,102.9676,65.1821,92.3706,145.4996,0.0,0.0,0.0075,23.1807,0.0354,0.3313,0.9826,0
healthy111_.jpg,83.6764,128.5116,92.4666,68.4512,100.0658,129.2417,0.0,0.0,0.0247,137.0269,0.0223,0.169,0.9044,0
healthy112_.jpg,112.961,139.0291,106.4286,55.1706,67.6707,139.1876,0.0,0.0,0.0225,22.4294,0.0285,0.3301,0.9911,0
healthy113_.jpg,93.2825,140.5769,83.2571,58.7538,117.7224,140.7555,0.0008,0.0,0.0137,13.0053,0.0317,0.374,0.9952,0
healthy114_.jpg,100.8575,124.5681,98.1517,57.0774,65.9163,124.9604,0.0002,0.0,0.057,86.7074,0.0219,0.2532,0.9724,0
healthy115_.jpg,94.3097,122.2001,93.2683,60.8617,78.8939,122.4407,0.0053,0.0,0.0052,62.5898,0.0314,0.2559,0.949,0
healthy116_.jpg,78.7349,116.176,82.6483,64.5799,100.2446,116.3194,0.0031,0.0022,0.0073,69.6272,0.0311,0.2376,0.9266,0
healthy117_.jpg,107.6326,123.9915,102.9573,56.5649,71.6869,127.8489,0.0037,0.0,0.0157,52.5406,0.0248,0.3045,0.979,0
healthy118_.jpg,95.8219,136.0207,86.3847,55.5936,105.1017,136.5851,0.0008,0.0,0.0114,89.6966,0.0222,0.2152,0.948,0
healthy119_.jpg,101.2086,141.1625,103.2068,63.1552,83.6628,141.1965,0.0,0.0,0.0077,95.0558,0.0325,0.1839,0.8942,0
healthy11_.jpg,95.5349,135.2382,75.9343,53.3134,121.0431,135.2686,0.001,0.0036,0.0,101.7944,0.0243,0.2247,0.9298,0
healthy120_.jpg,92.8373,149.2624,88.0713,61.1043,117.0489,149.591,0.0,0.0,0.0132,65.7987,0.0323,0.2195,0.9374,0
healthy121_.jpg,94.7212,125.9053,94.1764,59.7485,77.6368,126.4507,0.0006,0.0,0.0148,107.7584,0.0302,0.2072,0.9219,0
healthy122_.jpg,91.8209,122.5262,91.2838,63.9007,77.3644,123.2865,0.0,0.0,0.0404,89.23,0.0255,0.2292,0.9554,0
healthy123_.jpg,78.7221,124.7597,90.582,67.8758,104.3586,124.7673,0.0,0.0,0.0192,14.2747,0.0425,0.4038,0.9874,0
healthy124_.jpg,83.598,132.8866,73.8298,58.5329,122.875,133.0854,0.0,0.0,0.021,10.4719,0.0441,0.4305,0.9918,0
healthy125_.jpg,83.07,128.5126,86.9472,71.9205,92.0951,129.1353,0.0,0.0,0.0504,6.6574,0.0521,0.4638,0.996,0
healthy126_.jpg,81.7141,130.6718,85.2346,63.6116,108.9706,130.721,0.0,0.0,0.0109,113.8553,0.0216,0.1542,0.9199,0
healthy127_.jpg,91.1452,131.783,99.9246,65.6252,88.2471,131.982,0.0,0.0,0.0453,24.43,0.0437,0.3083,0.9847,0
healthy128_.jpg,83.6766,126.9667,83.1405,60.9349,100.7636,127.1707,0.0,0.0,0.0406,102.4258,0.0281,0.2351,0.9431,0
healthy129_.jpg,84.5218,132.7021,75.6038,57.4416,117.0882,132.7346,0.0,0.0,0.0372,91.6729,0.0333,0.2348,0.9424,0
healthy12_.jpg,94.5223,140.057,54.5644,46.6737,156.7123,140.0783,0.0003,0.0,0.012,71.3362,0.0386,0.2522,0.9262,0
healthy130_.jpg,97.51,133.6198,94.9286,59.2927,84.5916,133.6285,0.0,0.0,0.0036,106.3501,0.0308,0.2459,0.8861,0
healthy131_.jpg,103.7493,136.5301,100.2001,60.3226,81.2095,136.5517,0.0,0.0012,0.0293,38.7379,0.0323,0.2957,0.9851,0
healthy132_.jpg,101.992,133.8424,90.5489,55.1452,92.6409,134.0673,0.0004,0.0,0.0258,25.1889,0.0286,0.3119,0.987,0
healthy133_.jpg,92.8032,110.1005,93.2069,62.4174,61.9689,110.1165,0.0,0.0,0.1531,33.4218,0.0246,0.3381,0.9933,0
healthy134_.jpg,104.7659,136.9619,96.7213,59.5714,89.1232,137.2304,0.0,0.0,0.0017,116.5757,0.0208,0.2004,0.9598,0
healthy135_.jpg,80.0845,136.7427,77.6319,63.2702,125.8506,137.4546,0.0001,0.0,0.0073,113.8995,0.0233,0.1758,0.9034,0
healthy136_.jpg,98.1207,141.2606,90.44,57.3955,99.9123,141.3089,0.0,0.0,0.0674,16.5955,0.0329,0.4001,0.9946,0
healthy137_.jpg,78.6899,116.8133,66.599,53.7861,112.5618,116.8338,0.0,0.0,0.1642,15.5834,0.0284,0.4014,0.9963,0
healthy138_.jpg,86.8326,125.1369,68.8464,58.7681,108.7085,126.0059,0.0,0.0,0.0959,10.2519,0.0408,0.4194,0.996,0
healthy139_.jpg,80.3699,139.8644,89.3817,67.8806,123.9009,140.5208,0.0,0.0,0.0419,85.7075,0.0261,0.2539,0.9603,0
healthy13_.jpg,95.9272,120.136,92.3626,63.8362,73.4466,122.6402,0.0,0.0,0.1122,12.0436,0.0308,0.3891,0.9966,0
healthy140_.jpg,108.7843,131.9972,103.2225,58.4147,66.4798,132.012,0.0,0.0001,0.0249,114.2766,0.02,0.2174,0.9521,0
healthy141_.jpg,70.8329,99.9716,72.4561,62.3037,88.5086,100.0512,0.0,0.0,0.11,8.2509,0.0376,0.4539,0.9965,0
healthy142_.jpg,71.6507,94.3768,72.8389,63.1241,77.1548,95.0987,0.0,0.0,0.1679,10.7203,0.0324,0.3938,0.9961,0
healthy143_.jpg,88.873,124.438,82.672,62.4673,98.4335,124.989,0.0,0.0,0.0284,15.0898,0.0365,0.3683,0.9931,0
healthy144_.jpg,88.8949,118.733,90.5229,62.5158,76.9494,119.2654,0.0,0.0,0.0192,7.4836,0.0369,0.4176,0.9959,0
healthy145_.jpg,89.2508,115.533,85.6054,58.7894,78.0755,116.4791,0.0,0.0,0.0252,5.1819,0.0442,0.4938,0.9975,0
healthy146_.jpg,107.5837,143.2895,93.4406,55.0937,96.8463,143.5872,0.0001,0.0,0.0261,16.1276,0.037,0.384,0.9913,0
healthy147_.jpg,92.0714,142.8593,84.3287,57.3465,113.204,142.8619,0.0,0.0,0.0004,12.5755,0.0353,0.3771,0.9942,0
healthy148_.jpg,82.5073,131.8602,82.753,65.4787,109.8573,132.3412,0.0,0.0,0.023,84.8816,0.0231,0.2021,0.9453,0
healthy149_.jpg,86.0805,115.5331,91.9605,65.9932,76.3793,115.6753,0.0,0.0,0.0748,91.7009,0.0374,0.3162,0.9522,0
healthy14_.jpg,97.53,124.1294,89.3556,56.4408,82.7066,126.3137,0.0,0.0,0.0501,89.5402,0.0253,0.2822,0.9668,0
healthy150_.jpg,89.0054,116.0929,92.5495,63.0963,67.6113,116.2518,0.0,0.0,0.0847,92.0843,0.04,0.3336,0.9528,0
healthy151_.jpg,76.7246,122.887,84.1325,66.3994,115.8468,123.0252,0.0,0.0,0.0028,60.7874,0.0362,0.3356,0.9562,0
healthy152_.jpg,89.2432,152.2356,73.9736,56.4121,133.9418,152.3729,0.0,0.0,0.0336,55.0332,0.0261,0.2515,0.9729,0
healthy153_.jpg,72.3026,121.648,75.345,63.392,116.876,121.7172,0.0,0.0,0.0903,13.3002,0.036,0.4179,0.9944,0
healthy154_.jpg,81.1949,145.7758,72.5648,58.7201,132.7331,145.8401,0.0,0.0,0.041,90.5823,0.0278,0.2535,0.9573,0
healthy155_.jpg,100.4837,135.7498,80.8915,53.9036,109.2635,135.7955,0.0,0.0,0.0013,74.3571,0.0372,0.2667,0.911,0
healthy156_.jpg,98.3861,139.7913,75.7732,54.0294,123.5086,139.9389,0.0,0.0,0.036,49.9251,0.0377,0.3334,0.971,0
healthy157_.jpg,102.3563,158.8402,81.2148,54.5213,130.1374,158.8726,0.0,0.0,0.0,40.2662,0.0433,0.3211,0.9247,0
healthy158_.jpg,163.6803,176.8144,123.7036,54.6267,93.5635,179.1586,0.0172,0.0103,0.0054,214.0582,0.069,0.4111,0.9674,0
healthy159_.jpg,161.0075,176.3965,131.724,61.9293,88.6034,179.4102,0.0172,0.0007,0.0,56.5055,0.0966,0.4674,0.9917,0
healthy15_.jpg,109.4683,129.3845,111.8369,58.6775,57.0065,132.0855,0.0,0.0,0.0561,111.3366,0.0217,0.2709,0.9703,0
healthy160_.jpg,97.7952,160.042,65.9123,52.11,150.363,160.0554,0.0,0.0,0.0059,44.9582,0.0336,0.2596,0.9632,0
healthy161_.jpg,100.06,131.5983,75.76,47.1426,112.138,131.9702,0.0,0.0,0.0087,101.473,0.0295,0.2245,0.9315,0
healthy162_.jpg,112.8471,140.0032,80.3071,45.7612,113.9533,140.7523,0.0001,0.0,0.0008,60.4819,0.0357,0.2611,0.9458,0
healthy163_.jpg,98.831,130.5365,68.3591,45.1263,125.3357,130.5366,0.0,0.0,0.0,137.3127,0.0218,0.1223,0.8558,0
healthy164_.jpg,105.4462,142.0366,74.6915,47.647,122.0855,142.0366,0.0,0.0003,0.0,79.6316,0.0235,0.2078,0.9444,0
healthy165_.jpg,121.5229,135.9841,100.9953,56.6474,89.3415,138.3361,0.0029,0.0,0.0045,56.1508,0.0562,0.3972,0.9915,0
healthy166_.jpg,81.008,117.8193,73.6823,56.4642,103.13,117.894,0.0003,0.0,0.006,99.9096,0.0243,0.2001,0.9266,0
healthy167_.jpg,120.4413,156.6899,70.1975,46.134,140.2508,156.8855,0.0001,0.0515,0.0202,63.8453,0.0265,0.264,0.9715,0
healthy168_.jpg,97.2526,151.2869,66.947,52.1185,144.1242,151.3024,0.0,0.0,0.0044,52.988,0.0262,0.2624,0.9612,0
healthy169_.jpg,140.5618,156.9964,103.9889,54.7183,108.1881,157.8898,0.0053,0.0015,0.0123,288.6572,0.0713,0.3937,0.9616,0
healthy16_.jpg,97.0312,121.1914,97.2505,60.9508,69.9609,121.481,0.0035,0.0002,0.0061,65.1881,0.0217,0.2404,0.9824,0
healthy170_.jpg,124.6433,145.5698,80.4151,46.3676,128.8629,145.8904,0.0009,0.0009,0.0116,274.7239,0.0577,0.3837,0.9434,0
healthy171_.jpg,110.8222,130.6698,90.513,47.8224,84.3982,131.401,0.0026,0.0,0.0031,58.7972,0.0326,0.2842,0.9662,0
healthy172_.jpg,111.3588,130.1919,88.3503,46.9674,89.7051,130.8861,0.0076,0.0,0.0061,79.7389,0.0292,0.2727,0.9596,0
healthy173_.jpg,133.1257,145.9428,110.4169,54.2273,77.7125,147.8489,0.0297,0.0,0.0002,42.4724,0.0453,0.3827,0.9897,0
healthy174_.jpg,121.6644,133.5772,88.9206,46.4638,101.9851,135.6241,0.0458,0.0021,0.0037,40.5546,0.0368,0.399,0.9885,0
healthy175_.jpg,122.4663,135.9593,89.116,45.9915,102.6968,137.8813,0.0395,0.0013,0.0011,46.5533,0.0351,0.3698,0.9844,0
healthy176_.jpg,97.9985,124.8611,59.7934,43.7915,134.1678,126.0093,0.0019,0.0,0.0783,28.2154,0.0397,0.3789,0.9898,0
healthy177_.jpg,142.0632,161.7913,78.9906,41.2033,144.2649,162.0895,0.0025,0.0294,0.0,59.5897,0.0549,0.3074,0.9839,0
healthy178_.jpg,96.0554,118.3222,69.906,43.7882,107.5627,118.7117,0.0,0.0,0.1612,156.9474,0.0225,0.2253,0.9648,0
healthy179_.jpg,98.3384,123.3951,72.0323,45.4275,108.5627,123.4162,0.0,0.0,0.1852,187.1091,0.0247,0.2389,0.9648,0
healthy17_.jpg,105.0996,137.3155,80.7737,49.6932,109.9035,137.3851,0.0,0.0,0.0261,82.1254,0.0324,0.286,0.9804,0
healthy180_.jpg,102.223,131.7845,67.3291,42.384,122.9806,132.3561,0.0,0.0,0.1484,142.6207,0.0224,0.238,0.9684,0
healthy181_.jpg,86.7123,137.9954,101.93,74.4575,97.1834,139.148,0.0,0.0,0.0117,61.3258,0.0322,0.285,0.9533,0
healthy182_.jpg,93.557,150.314,91.1405,66.6988,111.2323,151.3417,0.0,0.0,0.0045,49.0491,0.0374,0.3171,0.9566,0
healthy183_.jpg,110.5064,131.9389,78.6184,42.1775,108.3397,133.0593,0.006,0.0,0.065,15.266,0.0292,0.4042,0.9964,0
healthy184_.jpg,95.5827,140.6484,79.0196,55.9719,119.979,140.6562,0.0001,0.0254,0.0131,164.1425,0.0169,0.1672,0.9423,0
healthy185_.jpg,93.7189,143.2974,82.0192,59.9229,118.6986,143.4878,0.0,0.0196,0.0136,95.8787,0.0202,0.2237,0.9694,0
healthy186_.jpg,74.8509,114.4346,80.4804,65.2497,100.3209,114.7701,0.0003,0.0,0.1092,134.6383,0.0238,0.2171,0.9403,0
healthy187_.jpg,92.7091,117.9664,97.3238,68.3286,70.9125,118.6037,0.0013,0.0,0.0891,22.0514,0.0234,0.3017,0.9957,0
healthy188_.jpg,76.4496,122.5724,87.0369,67.8665,105.6806,123.1888,0.0003,0.0001,0.0579,19.771,0.0372,0.3486,0.9896,0
healthy189_.jpg,100.553,148.5441,76.9253,42.8471,122.2848,148.59,0.0,0.0004,0.0022,30.8897,0.1887,0.5168,0.9747,0
healthy190_.jpg,88.7232,113.8997,80.1937,51.872,82.7581,114.312,0.0,0.0,0.083,103.0515,0.0235,0.2596,0.975,0
healthy191_.jpg,119.6002,145.6958,91.3595,51.5818,99.0974,145.7757,0.0,0.006,0.0,69.8306,0.0249,0.24,0.957,0
healthy192_.jpg,95.0767,114.9307,88.3306,57.6428,76.3385,114.9442,0.0,0.0,0.0301,28.851,0.0327,0.3789,0.986,0
healthy193_.jpg,81.8413,129.5004,88.7065,66.1938,105.2284,129.7319,0.0,0.0,0.0743,40.463,0.0336,0.3438,0.9794,0
healthy194_.jpg,97.0161,139.3315,106.9161,67.9178,81.8344,140.2449,0.0001,0.0001,0.0973,98.8282,0.0468,0.3916,0.9804,0
healthy195_.jpg,105.5938,155.1767,67.0114,53.4814,131.3145,155.6626,0.0,0.0001,0.0579,7.6248,0.0536,0.5432,0.9979,0
healthy196_.jpg,93.4713,117.88,88.4769,55.1389,68.7017,118.3312,0.0,0.0,0.0787,74.1729,0.0298,0.2427,0.9644,0
healthy197_.jpg,88.1613,106.3952,72.8219,47.5955,90.8112,108.5031,0.0,0.0,0.116,16.4396,0.0318,0.3788,0.9952,0
healthy198_.jpg,86.2615,107.7168,77.0646,51.0381,79.7115,108.7287,0.0,0.0,0.1261,12.813,0.0355,0.4089,0.9954,0
healthy199_.jpg,93.1308,129.1581,91.9217,59.7592,88.8231,129.7945,0.0001,0.0,0.0073,88.9657,0.0264,0.2149,0.9398,0
healthy19_.jpg,97.2195,125.3848,59.1868,41.9015,136.077,126.2982,0.0035,0.0033,0.0974,117.6217,0.0221,0.2379,0.9698,0
healthy200_.jpg,84.4335,131.6138,79.1211,60.0775,111.518,131.6586,0.0,0.0,0.0106,79.139,0.0312,0.2,0.9248,0
healthy201_.jpg,116.7075,148.585,48.4401,40.0717,170.6225,151.231,0.0294,0.2514,0.0052,32.481,0.0306,0.4018,0.9935,0
healthy202_.jpg,135.7165,153.6323,104.2534,48.1219,94.0813,154.4863,0.0,0.0009,0.0,12.4839,0.0607,0.4869,0.9973,0
healthy203_.jpg,98.5673,133.9233,72.1825,47.953,124.4536,133.9602,0.0,0.0009,0.0,45.3175,0.0235,0.2475,0.9853,0
healthy204_.jpg,86.9437,125.6508,60.5497,49.2659,139.6993,125.7203,0.0,0.0008,0.0,111.7028,0.0198,0.1756,0.9635,0
healthy205_.jpg,86.3523,164.9108,61.0547,53.5347,163.6974,164.9108,0.0,0.0,0.0,57.0641,0.0281,0.2384,0.9365,0
healthy206_.jpg,89.259,159.4565,61.3639,52.6763,159.9425,159.5039,0.0,0.012,0.0,84.2974,0.0248,0.1611,0.9467,0
healthy207_.jpg,106.0478,136.5532,73.3776,44.8353,130.4515,136.5585,0.0,0.0,0.0259,78.5503,0.0178,0.1964,0.9853,0
healthy208_.jpg,120.556,153.9105,84.927,44.2444,119.0354,153.9138,0.0,0.0,0.0006,77.9489,0.0204,0.1831,0.967,0
healthy209_.jpg,109.8871,144.3119,84.61,47.5464,110.2922,144.9578,0.0059,0.0001,0.0089,33.9853,0.0249,0.2645,0.9867,0
healthy20_.jpg,128.1729,156.1342,62.6989,36.6223,152.0826,159.5537,0.0206,0.0458,0.0149,59.0714,0.0286,0.2551,0.9805,0
healthy21_.jpg,93.6007,129.1472,82.0914,56.6373,101.2756,129.1472,0.0,0.0,0.0204,64.0333,0.0287,0.3027,0.9633,0
healthy22_.jpg,163.6954,190.317,155.4746,76.9179,92.2395,196.3902,0.0,0.0,0.0,69.8659,0.0892,0.5296,0.9919,0
healthy23_.jpg,91.0006,144.8549,60.1173,49.716,146.3113,144.8961,0.0,0.0,0.0286,6.6696,0.068,0.5306,0.9948,0
healthy24_.jpg,80.8623,133.5907,58.9945,53.2088,139.8815,133.6184,0.0,0.0,0.0817,42.3671,0.0345,0.2883,0.982,0
healthy25_.jpg,95.1273,147.3541,67.0121,50.6723,140.4474,147.6292,0.0,0.0062,0.0186,54.0431,0.0292,0.2154,0.964,0
healthy26_.jpg,97.1112,135.476,91.8907,56.8571,99.0984,136.3484,0.0043,0.0,0.0107,38.3905,0.029,0.2719,0.9725,0
healthy27_.jpg,99.4665,135.5302,88.7966,53.7286,100.969,136.5179,0.0058,0.0,0.0164,39.3947,0.0277,0.2624,0.9756,0
healthy28_.jpg,123.0098,150.2369,105.955,58.162,85.2949,150.5232,0.0,0.0002,0.0,71.3326,0.0303,0.27,0.9658,0
healthy29_.jpg,126.211,139.9927,127.0372,71.6513,45.8736,141.2306,0.0,0.0,0.0,36.3431,0.0534,0.4138,0.9937,0
healthy2_.jpg,117.8789,145.6125,89.7468,44.213,104.9765,148.8411,0.0143,0.0043,0.0087,102.4701,0.026,0.2376,0.9557,0
healthy30_.jpg,107.4478,149.0045,97.9516,58.8124,101.4697,149.1234,0.0,0.0,0.0,109.6334,0.0195,0.1899,0.9573,0
healthy31_.jpg,113.7716,139.2276,90.4409,47.8142,112.2663,139.7311,0.0,0.0,0.0002,105.2333,0.0759,0.2888,0.9852,0
healthy32_.jpg,107.1045,131.6018,88.1833,51.8491,91.9531,131.6488,0.0002,0.0035,0.0019,63.0271,0.0237,0.2089,0.9602,0
healthy33_.jpg,95.1059,112.7617,94.7198,64.6963,66.8497,113.0556,0.0,0.0,0.0471,97.6102,0.0233,0.2339,0.9784,0
healthy34_.jpg,90.3024,153.4513,61.323,54.4176,156.6942,153.5591,0.0,0.0081,0.0029,95.9404,0.0192,0.2062,0.9692,0
healthy35_.jpg,101.6752,154.5814,74.9474,51.8373,133.8085,154.6852,0.0,0.0,0.0,103.1662,0.0268,0.1771,0.8457,0
healthy36_.jpg,84.2543,134.9482,77.29,58.3809,119.3867,135.1181,0.0,0.0,0.0054,96.6631,0.0214,0.1697,0.9374,0
healthy37_.jpg,113.8482,153.2421,84.132,52.4901,121.8138,153.2734,0.0,0.0006,0.0,137.8422,0.0232,0.1306,0.8537,0
healthy38_.jpg,117.0161,143.3989,93.5863,52.2837,98.8521,143.599,0.0028,0.0174,0.0017,93.7369,0.0216,0.2194,0.961,0
healthy39_.jpg,99.0049,159.5166,62.2209,50.8215,157.1553,159.5483,0.0,0.0001,0.0,102.3892,0.0247,0.1537,0.8743,0
healthy3_.jpg,120.7422,160.1221,67.5108,42.8947,148.2903,160.2518,0.0006,0.0341,0.0132,72.2374,0.0271,0.2596,0.9673,0
healthy40_.jpg,83.0644,108.3536,86.107,64.3902,72.1856,108.3637,0.0,0.0,0.0064,36.5769,0.029,0.3169,0.9813,0
healthy41_.jpg,89.396,142.3573,80.1876,57.6895,121.1321,143.0006,0.0,0.0,0.0,113.1412,0.0315,0.2075,0.8771,0
healthy42_.jpg,157.4747,180.316,118.3492,38.4586,99.9786,180.574,0.0001,0.0002,0.0,77.1152,0.1449,0.3857,0.9827,0
healthy43_.jpg,107.2033,137.4021,98.0482,58.0778,88.0651,137.4029,0.0,0.0,0.0354,51.04,0.0277,0.3566,0.9822,0
healthy44_.jpg,156.7084,178.6546,120.1335,39.614,97.8147,178.7857,0.0,0.0048,0.0,88.2173,0.1509,0.3649,0.9808,0
healthy45_.jpg,126.5573,144.1377,108.0897,48.8427,78.8872,144.636,0.0,0.0,0.0,48.2129,0.0725,0.3463,0.991,0
healthy46_.jpg,93.0744,113.8245,87.1573,59.8509,71.791,113.9277,0.0,0.0,0.0,14.1205,0.0454,0.3715,0.9891,0
healthy47_.jpg,137.8069,172.047,78.2542,43.5546,139.6949,172.3118,0.0,0.0515,0.0003,48.9773,0.0344,0.2863,0.9669,0
healthy48_.jpg,148.1423,156.9987,141.1941,76.7802,52.0117,160.9934,0.0046,0.0,0.069,75.0773,0.0617,0.4662,0.9888,0
healthy49_.jpg,123.0927,161.7192,75.0102,42.6531,144.9364,161.8575,0.0002,0.0004,0.0,122.2525,0.0575,0.2234,0.9532,0
healthy4_.jpg,96.0002,135.1772,91.019,59.8094,101.7669,135.3455,0.0,0.0001,0.0012,80.9278,0.0227,0.2199,0.965,0
healthy50_.jpg,101.8664,165.819,64.2025,50.0311,157.676,165.8337,0.0,0.0,0.0,113.6969,0.0294,0.1673,0.8009,0
healthy51_.jpg,104.7101,153.7466,81.5238,55.8502,129.1585,154.0832,0.0,0.0008,0.0013,64.9526,0.0208,0.2239,0.9703,0
healthy52_.jpg,99.8015,152.2615,74.881,59.2217,129.0651,153.0914,0.0,0.0159,0.0077,60.2291,0.0279,0.2579,0.9663,0
healthy53_.jpg,66.7991,108.7266,78.6215,54.6574,102.8282,113.3308,0.0,0.0,0.1455,13.3045,0.0375,0.4484,0.9963,0
healthy54_.jpg,77.9965,126.7375,88.8074,49.0299,104.5314,131.211,0.0,0.0,0.0273,15.7204,0.036,0.4313,0.9958,0
healthy55_.jpg,92.2552,134.0393,91.788,61.8603,98.9349,134.1581,0.0,0.0,0.0152,142.406,0.027,0.2044,0.8988,0
healthy56_.jpg,102.3114,124.0603,87.5675,53.2429,85.4841,124.2974,0.0012,0.0,0.012,76.2715,0.0302,0.3337,0.964,0
healthy57_.jpg,110.4918,131.3098,76.2198,44.7701,111.8903,131.6333,0.0,0.0,0.0633,60.248,0.031,0.3657,0.9845,0
healthy58_.jpg,95.183,132.4654,71.2001,51.7675,118.0079,132.994,0.0,0.0,0.0411,82.9557,0.0331,0.3252,0.9716,0
healthy59_.jpg,85.2559,110.1038,79.8949,58.842,80.167,110.1697,0.0,0.0,0.0633,144.6023,0.0307,0.2117,0.9094,0
healthy5_.jpg,91.573,132.3982,93.8653,62.841,89.4428,132.4307,0.0,0.0,0.0,84.0131,0.0321,0.196,0.9117,0
healthy60_.jpg,96.7846,162.2266,83.9893,58.3052,133.9338,162.4331,0.0,0.0,0.0,36.2911,0.0315,0.2415,0.9438,0
healthy61_.jpg,132.1528,158.74,90.4928,43.1694,125.7616,159.0038,0.0001,0.0001,0.0,35.0797,0.0844,0.3038,0.9925,0
healthy62_.jpg,109.6864,139.6948,96.2782,53.611,87.5121,139.8307,0.0004,0.0002,0.0002,90.8889,0.0398,0.2072,0.9557,0
healthy63_.jpg,117.5798,138.3105,111.8278,60.5461,66.2392,139.1763,0.0,0.0001,0.0028,79.8757,0.0551,0.2795,0.9868,0
healthy64_.jpg,86.2508,112.5401,87.8665,63.5563,70.879,112.5568,0.0,0.0,0.0157,53.0126,0.0413,0.3064,0.9598,0
healthy65_.jpg,94.8614,147.0578,76.6616,59.4558,125.7305,147.4209,0.0,0.0,0.0341,8.3906,0.0537,0.468,0.9946,0
healthy66_.jpg,100.3249,133.868,94.5648,57.1452,87.1261,134.6763,0.0,0.0,0.0078,65.2991,0.034,0.3177,0.9656,0
healthy67_.jpg,104.2345,140.0549,87.029,52.0729,101.5975,140.4752,0.0,0.0,0.004,103.416,0.0243,0.2331,0.9404,0
healthy68_.jpg,98.6763,160.5383,62.7754,55.6075,151.472,161.3561,0.0,0.0062,0.0182,128.8516,0.0199,0.1716,0.947,0
healthy69_.jpg,129.2368,141.8705,92.4578,45.3692,95.584,142.4564,0.0003,0.0019,0.0,72.7942,0.0286,0.2858,0.9582,0
healthy6_.jpg,108.8872,139.2032,97.6936,54.4294,83.8473,139.2814,0.0,0.0,0.0,55.6382,0.0331,0.2384,0.9496,0
healthy70_.jpg,82.5792,125.6544,81.7563,63.5144,113.906,126.0685,0.0,0.0,0.009,127.7035,0.0268,0.1389,0.8971,0
healthy71_.jpg,91.247,164.2287,68.9427,57.4728,153.3212,164.8688,0.0,0.0003,0.0,53.3828,0.0276,0.2497,0.9497,0
healthy72_.jpg,140.2132,158.7189,132.6559,69.4105,78.3857,164.8663,0.0,0.0,0.0003,44.5659,0.0624,0.479,0.9933,0
healthy73_.jpg,163.5955,177.2222,163.001,86.1863,65.8549,187.8257,0.001,0.0,0.002,37.9964,0.0767,0.5404,0.9909,0
healthy74_.jpg,149.1295,172.6851,121.2085,63.0002,100.6422,175.6003,0.0,0.0002,0.0,56.5587,0.0492,0.3811,0.9894,0
healthy75_.jpg,118.021,169.784,62.671,47.3837,164.4973,169.9454,0.0,0.0377,0.0,93.5967,0.0283,0.1957,0.9613,0
healthy76_.jpg,116.93,158.9066,81.6506,45.3654,137.3855,159.0875,0.0,0.0,0.0101,89.5717,0.1102,0.2866,0.9823,0
healthy77_.jpg,100.5925,145.9217,48.7564,47.6219,172.1285,146.0375,0.0001,0.0136,0.0083,71.1982,0.0228,0.215,0.9773,0
healthy78_.jpg,104.8428,153.5968,51.7917,49.2869,171.2159,153.7508,0.0,0.035,0.0033,88.0167,0.0195,0.1866,0.9679,0
healthy79_.jpg,94.258,141.1003,94.1286,62.1392,98.0023,142.2148,0.0,0.0,0.0096,86.7711,0.0301,0.2858,0.945,0
healthy7_.jpg,118.7432,154.8551,90.7218,49.5793,111.918,155.0113,0.0,0.0024,0.0,88.8916,0.022,0.175,0.9567,0
healthy80_.jpg,86.0469,117.1886,81.1338,57.1397,89.9715,117.3859,0.0,0.0,0.0202,145.9819,0.0197,0.1689,0.9347,0
healthy81_.jpg,75.8459,132.2138,70.2031,59.881,132.3104,132.3284,0.0,0.0,0.0039,53.6576,0.0388,0.2756,0.9445,0
healthy82_.jpg,86.6571,139.3453,75.2157,58.044,117.7614,139.6211,0.0,0.0,0.0101,62.6443,0.0389,0.3287,0.9556,0
healthy83_.jpg,83.9464,121.3526,84.4038,66.1482,97.5641,122.2901,0.0,0.0,0.0174,9.5097,0.0454,0.3885,0.9907,0
